"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geoData";
"2034";"«Аминьевское ш., 14», Аминьевское шоссе (2034)";"37.45360771";"55.71218826";"Аминьевское шоссе";"Западный административный округ";"Можайский район";"А104; А11; А236; А459; А622; А688; А688к; А732; А733; А77; А91";"Аминьевское ш., 14";"";"да";"ГУП «Мосгортранс»";"активна";"889086887";"{type=Point, coordinates=[37.45360771, 55.71218826]}";
"2035";"«Аминьево», Верейская улица (2035)";"37.44771584";"55.70962415";"Верейская улица";"Западный административный округ";"Можайский район";"А104; А198; А622; А732; А733";"Аминьево";"";"да";"ГУП «Мосгортранс»";"активна";"889086888";"{type=Point, coordinates=[37.44771584, 55.70962415]}";
"2036";"«Ул. Дорохова», Верейская улица (2036)";"37.44533922";"55.70997808";"Верейская улица";"Северо-Восточный административный округ";"район Бибирево";"А103; А781";"Дом обуви";"";"нет";"";"активна";"889086889";"{type=Point, coordinates=[37.44533922, 55.70997808]}";
"2037";"«Верейская ул., 25», Верейская улица (2037)";"37.43941029";"55.71183636";"Верейская улица";"Западный административный округ";"Можайский район";"А103; А104; А198; А622; А732; А733; А781";"Верейская ул., 25";"";"да";"ГУП «Мосгортранс»";"активна";"889086891";"{type=Point, coordinates=[37.43941029, 55.71183636]}";
"2038";"«Верейская ул., 41», Верейская улица (2038)";"37.43002496";"55.71331761";"Верейская улица";"Западный административный округ";"Можайский район";"А103; А104; А198; А622; А732; А733; А781";"Верейская ул., 41";"";"да";"ГУП «Мосгортранс»";"активна";"889086892";"{type=Point, coordinates=[37.43002496, 55.71331761]}";
"2040";"«93-й кв. Кунцева», Рябиновая улица (2040)";"37.42362274";"55.71650216";"Рябиновая улица";"Западный административный округ";"Можайский район";"А103; А104; А198; А554; А575; А610; А732; А733; А779";"93-й кв. Кунцева";"";"нет";"";"активна";"889086893";"{type=Point, coordinates=[37.42362274, 55.71650216]}";
"2041";"«Можайское ш.», Рябиновая улица (2041)";"37.42415999";"55.71899711";"Рябиновая улица";"Западный административный округ";"Можайский район";"А103; А575; А610; А733";"Можайское ш.";"";"да";"ГУП «Мосгортранс»";"активна";"889086894";"{type=Point, coordinates=[37.42415999, 55.71899711]}";
"2042";"«Суворовский парк», Рублёвское шоссе (2042)";"37.4379125678";"55.7376344619";"Рублёвское шоссе";"Западный административный округ";"район Кунцево";"А688; А733";"Суворовский парк";"";"да";"ГУП «Мосгортранс»";"активна";"889086895";"{type=Point, coordinates=[37.4379125678, 55.7376344619]}";
"2043";"«Центр лечения слуха», Рублёвское шоссе (2043)";"37.43604008";"55.73876054";"Рублёвское шоссе";"Западный административный округ";"район Кунцево";"А688; А733";"Центр лечения слуха";"";"да";"ООО «ТВ-Сити»";"активна";"889086896";"{type=Point, coordinates=[37.43604008, 55.73876054]}";
"2044";"«Рублевское ш., 24», Рублёвское шоссе (2044)";"37.4267679035";"55.7433071733";"Рублёвское шоссе";"Западный административный округ";"район Кунцево";"А688; А733";"Рублевское ш., 24";"";"да";"ООО «ТВ-Сити»";"активна";"889086897";"{type=Point, coordinates=[37.4267679035, 55.7433071733]}";
"2045";"«Метро ВДНХ», 2-й Поперечный проезд (2045)";"37.64243654";"55.82415646";"2-й Поперечный проезд";"Северо-Восточный административный округ";"Останкинский район";"А195; А56";"Метро ВДНХ";"";"нет";"";"активна";"889086898";"{type=Point, coordinates=[37.64243654, 55.82415646]}";
"2047";"«Абрамцевская ул.», Абрамцевская улица (2047)";"37.57401593";"55.90700375";"Абрамцевская улица";"Северо-Восточный административный округ";"район Лианозово";"А601; А685; А705; А771; А815К";"Абрамцевская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889086899";"{type=Point, coordinates=[37.57401593, 55.90700375]}";
"2048";"«Абрамцевская ул., 24», Абрамцевская улица (2048)";"37.57397013";"55.90438964";"Абрамцевская улица";"Северо-Восточный административный округ";"район Лианозово";"А601; А705; А771; А815К";"Абрамцевская ул., 24";"";"да";"ГУП «Мосгортранс»";"активна";"889086900";"{type=Point, coordinates=[37.57397013, 55.90438964]}";
"2049";"«Поликлиника», Абрамцевская улица (2049)";"37.57386805";"55.90115637";"Абрамцевская улица";"Северо-Восточный административный округ";"район Лианозово";"А601; А705; А771; А815К";"Поликлиника";"";"да";"ГУП «Мосгортранс»";"активна";"889086901";"{type=Point, coordinates=[37.57386805, 55.90115637]}";
